candidate,sentiment,sentiment_confidence,subject_matter,retweet_count,text
Ted Cruz,Negative,1,None of the above,21,RT @ThatChrisGore: Ted Cruz's mutant superpower is fear-mongering. #TedCruz #TedCruz2016 #GOPDebate #GOPDebates
Ted Cruz,Positive,0.6844,None of the above,21,RT @ThatChrisGore: Ted Cruz's mutant superpower is fear-mongering. #TedCruz #TedCruz2016 #GOPDebate #GOPDebates
No candidate mentioned,Negative,0.6444,Women's Issues (not abortion though),36,"RT @monaeltahawy: Oh boy: ""social issues"" = GOP code for who can control women's bodies &amp; sexuality the most. Hold on tight, TwitterLand  #…"
Ted Cruz,Positive,0.6484,None of the above,21,RT @ThatChrisGore: Ted Cruz's mutant superpower is fear-mongering. #TedCruz #TedCruz2016 #GOPDebate #GOPDebates
Ted Cruz,Positive,0.6782,None of the above,0,"On a serious note, if only we had T. Cruz &amp; D. Trump during the Cold War. Would have kicked those commie asses !! #gopdebates"
No candidate mentioned,Negative,1,FOX News or Moderators,155,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
No candidate mentioned,Negative,1,FOX News or Moderators,120,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …
Ted Cruz,Negative,0.6458,Foreign Policy,0,LOL Cruz is seriously going with hey Reagan came into office and Iran was scared and released the hostages?! LOL! #GOPDebates
No candidate mentioned,Negative,0.6853,FOX News or Moderators,132,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
Ted Cruz,Negative,1,None of the above,21,RT @ThatChrisGore: Ted Cruz's mutant superpower is fear-mongering. #TedCruz #TedCruz2016 #GOPDebate #GOPDebates
No candidate mentioned,Negative,0.6882,None of the above,0,How many times will Reagan be brought up?? #GOPDebates
Ted Cruz,Negative,0.665,None of the above,21,RT @ThatChrisGore: Ted Cruz's mutant superpower is fear-mongering. #TedCruz #TedCruz2016 #GOPDebate #GOPDebates
No candidate mentioned,Negative,1,FOX News or Moderators,155,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
No candidate mentioned,Positive,0.658,None of the above,28,One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp; @JerryJrFalwell!
No candidate mentioned,Negative,0.6634,FOX News or Moderators,155,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
Donald Trump,Positive,1,None of the above,78,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates
Ted Cruz,Negative,0.6897,Foreign Policy,3,"RT @letsgetfree13: Megyn Kelly: How would you defeat ISIS in 90 days?

Ted Cruz: With my Green Lantern ring, of course.

#GOPdebates"
Donald Trump,Negative,0.6905,Foreign Policy,0,"Trump: I think war should happen with Iran. Cruz: We need war with Iran sure, but maybe Russia also #GOPdebates"
Ted Cruz,Negative,1,None of the above,0,Oh shit. I forgot Ted Cruz was up there still #GOPDebates #FoxDebate
No candidate mentioned,Negative,0.6566,FOX News or Moderators,3,"RT @SupermanHotMale: Hey Chris Wallace, These guys have a better plan than President Obama? Make the popcorn kids, this is going to be stup…"
No candidate mentioned,Negative,0.6477,Racial issues,0,Race discussion was over quicker than that Rousey fight. GOP could care less about Black people! #RepublicanDebate #FoxNews #GOPdebates
No candidate mentioned,Positive,0.6372,None of the above,0,I am filled with so much joy right now. #gopdebates
No candidate mentioned,Negative,1,None of the above,1,RT @vanesa_44: This debate is like a bunch of high school girls viciously but sweetly campaigning for Prom Queen. #GOPDebates
Jeb Bush,Negative,1,None of the above,172,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
Ted Cruz,Negative,0.6493,None of the above,21,Ted Cruz's mutant superpower is fear-mongering. #TedCruz #TedCruz2016 #GOPDebate #GOPDebates
Donald Trump,Positive,0.653,FOX News or Moderators,78,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates
No candidate mentioned,Negative,0.6631,None of the above,0,Why is everybody orange? #GOPDebates #GOPDebate
No candidate mentioned,Negative,1,None of the above,0,"I wonder if any of these candidates actually have an idea other than ""Obama is an idiot"" #GOPDebates"
Donald Trump,Negative,1,None of the above,72,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
Scott Walker,Negative,0.6602,None of the above,7,RT @SpudLovr: #True Number of #Walker16 aides convicted of felonies higher than number of WI Voter Impersonation cases in past 30 yrs #wiun…
No candidate mentioned,Negative,1,FOX News or Moderators,132,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
Scott Walker,Negative,0.6848,None of the above,0,True Number of #Walker16 aides convicted of felonies higher than number of WI Voter Impersonation cases in past 30 yrs #wiunion #GOPDebates”
No candidate mentioned,Negative,0.6371,FOX News or Moderators,120,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …
No candidate mentioned,Negative,1,FOX News or Moderators,132,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
Donald Trump,Negative,1,None of the above,1,"RT @vanesa_44: I CANNOT TAKE DONALD TRUMP SERIOUSLY PLEASE LEAVE BYE 
#GOPDebates"
No candidate mentioned,Negative,1,None of the above,132,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
No candidate mentioned,Negative,1,FOX News or Moderators,132,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
Donald Trump,Positive,0.6552,None of the above,78,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates
No candidate mentioned,Negative,0.7186,FOX News or Moderators,155,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
No candidate mentioned,Negative,0.6813,FOX News or Moderators,1,"RT @MoustacheClubUS: c'mon, megyn, let's get to the issues: jade helm, fluoride, ""trayvon riots,"" fema camps, freemasonry, the trilateral c…"
Donald Trump,Negative,1,FOX News or Moderators,134,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…
Ted Cruz,Negative,1,None of the above,0,"""Abandoning our allies."" That's Ted Cruz hyperbole. Drink, folks. #gopdebates #fb"
No candidate mentioned,Negative,0.6506,FOX News or Moderators,12,"RT @SupermanHotMale: Total Theatre on Fox news tonight, no basis in fact at all... it's all garbage. #GopDebates"
No candidate mentioned,Negative,1,FOX News or Moderators,132,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
Ted Cruz,Negative,1,None of the above,0,Cruz talking about leading from behind is laughable since he wants to be behind on the 21st century with social issues! #GOPDebates
Donald Trump,Negative,0.3635,FOX News or Moderators,78,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates
No candidate mentioned,Negative,0.6559,FOX News or Moderators,1,RT @DoubleDipChip: Why aren't they enforcing the don't speak after the bell rule? #GOPDebates
No candidate mentioned,Negative,0.6923,None of the above,1,RT @emberlivi: Now America understands why DC has brunches with bottomless mimosas #GOPDebates
No candidate mentioned,Negative,1,None of the above,1,"""Way to not answer the question""

-my dad at the TV all night #GOPdebates"
No candidate mentioned,Negative,1,FOX News or Moderators,0,"""@RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸"" @ericbolling"
No candidate mentioned,Negative,1,FOX News or Moderators,132,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
Donald Trump,Negative,1,None of the above,5,"RT @SupermanHotMale: Dear Donald Trump, sniff a couple times, your head is in your ass #GopDebates"
No candidate mentioned,Negative,1,FOX News or Moderators,3,"Dear fox news moderator, you forgot to say chinese hacking started under the Bush Admin... #GopDebates"
Ted Cruz,Negative,0.6966,FOX News or Moderators,21,"RT @marymauldin: Hey @FoxNews ! How absolutely fearful are you of @SenTedCruz ? 

I'm LOL at how you refuse to ask him questions!
#GOPDebat…"
No candidate mentioned,Negative,1,Foreign Policy,1,RT @OwenSmith4Real: I wish they’d ask which politicians actually read the Iran deal. #GOPDebates
No candidate mentioned,Negative,1,FOX News or Moderators,155,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
No candidate mentioned,Negative,0.6891,FOX News or Moderators,120,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …
John Kasich,Negative,0.6667,None of the above,0,#Kasich is killing it Joe when are you putting John on @Morning_Joe #GOPDebates  https://t.co/5ftJRp0Uwb
Donald Trump,Negative,0.6611,None of the above,278,RT @ericstonestreet: Trump has Cam hands. #GOPDebates
No candidate mentioned,Negative,0.6889,None of the above,0,"Future #GOPDebates should be rap battles like @HamiltonMusical. Know what?  Dems too. More factual, more policy focused. More engaging. #fb"
Rand Paul,Negative,1,FOX News or Moderators,0,Are they trying to knock out Paul and Trump by asking them all of the questions? #GOPDebates many are getting ignored
No candidate mentioned,Negative,1,FOX News or Moderators,132,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
Donald Trump,Negative,1,None of the above,0,Trump all worried about being nice. He's been acting like a total mean girl for two months. What's changed now?! #GOPDebates #GOPDebate
John Kasich,Positive,0.3647,None of the above,10,RT @SalMasekela: Is Kasich aware that he's making sense? #GOPDebates
No candidate mentioned,Negative,1,FOX News or Moderators,132,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
No candidate mentioned,Negative,1,FOX News or Moderators,132,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
Donald Trump,Negative,1,None of the above,0,Another non-answer from Trump!   #GOPDebates
Donald Trump,Negative,1,None of the above,0,"Correct me if I'm wrong, but I don't think #donaldtrump answered the actual question asked.  #talkingpoints #gopdebates"
No candidate mentioned,Negative,0.628,FOX News or Moderators,132,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
Donald Trump,Negative,1,Women's Issues (not abortion though),0,"@realDonaldTrump can't be mean to Obama, but calling a woman a dog and saying she looks good on her knees. That's cool... #GOPDebates"
Donald Trump,Positive,1,FOX News or Moderators,93,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
No candidate mentioned,Negative,1,FOX News or Moderators,132,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
Jeb Bush,Negative,1,None of the above,172,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
No candidate mentioned,Negative,1,FOX News or Moderators,132,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
No candidate mentioned,Negative,0.6588,FOX News or Moderators,132,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
Donald Trump,Negative,1,Racial issues,0,AwRIGHT for cutting right to commercial after ONE response! #GOPDebates #BlackLivesMatter #DontLetTrumpSpeak
Donald Trump,Negative,0.6519,None of the above,72,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
No candidate mentioned,Negative,0.6703,Abortion,4,RT @_KingMalcolm: I am pro life unless a cop is involved - GOP candidates #GOPDebates
Jeb Bush,Negative,1,None of the above,3,"RT @Mariacka: Newsflash, JEB - You won't unite the country with #CommonCore. Please!  LOL! #GOPDebates"
No candidate mentioned,Negative,1,Racial issues,0,WHAT? Skipping #BlackLivesMatter and rouge policing to talk about Russia??? Not that Russia is not important but seriously #GOPDebates
No candidate mentioned,Negative,0.6989,FOX News or Moderators,132,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
No candidate mentioned,Negative,1,FOX News or Moderators,132,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
No candidate mentioned,Negative,1,FOX News or Moderators,132,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
No candidate mentioned,Negative,1,FOX News or Moderators,132,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
No candidate mentioned,Negative,1,FOX News or Moderators,132,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
No candidate mentioned,Negative,0.3264,FOX News or Moderators,0,Fox is over this. Turning this into breaking news. #GOPdebates
No candidate mentioned,Negative,0.3563,None of the above,0,We can do better #DebateQuestionsWeWantToHear #GOPDebates I am not here bashing but results and Accomplishments!
Donald Trump,Positive,0.6499,FOX News or Moderators,93,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
No candidate mentioned,Negative,1,FOX News or Moderators,0,"Fox News cites itself as a news source in the #GOPDebates. Athena help you, candidates, in giving a fact-based answer."
